"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
2845996.76446453,11.6475680957083,7.9627773182001,11.241942122113,9.90410526050255,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1790583.959849,7.70643058605492,10.1703208144754,11.6413877673913,8.12774391053244,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
1838745.05097121,7.21156508894637,7.25109190447256,9.1920278291218,9.47407040582038,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0
4530284.83595992,6.03447049367242,7.57720060227439,7.45986167341471,11.7398565637413,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1
760247.587582729,12.1990013250615,11.4374033620115,6.8562960694544,8.20779926795512,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0
439459.62293383,12.2173264264129,11.2782000186853,12.4850006154738,6.61447826982476,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1
3306974.80688451,11.2973340442404,7.97386324475519,10.9828213609289,10.2886792949867,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0
2171497.44192803,7.75639965571463,10.7046104308683,10.8224790445529,10.6170572047122,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
1156548.77978822,11.3222133435775,10.082078514155,8.25456371321343,6.59228905756027,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
4842709.26400614,8.16712534171529,11.9730371239129,10.8962010780815,11.5814047572203,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0
1067481.43154423,10.3697257556487,8.13117050589062,8.79405502439477,10.5734384399839,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
5171875.27367594,6.57155294390395,11.2348356125876,8.37080546235666,12.1291590258479,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
2277642.22107475,9.02242575096898,6.2916629773099,12.4575199496467,10.7565248520114,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1
7229382.35947132,10.5683256336488,12.7131628235802,8.51125563518144,9.55454220366664,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
1953032.00380468,10.3817967714276,6.89021571842022,10.6866898641456,8.53029234125279,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0
766968.360380904,6.84518252569251,12.7948588810395,9.75008775223978,9.46871145186014,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0
1592069.17464598,10.2557439056691,7.38428625720553,11.562663200777,10.3553268432152,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0
2665526.61454757,10.1707795469556,9.15641051158309,12.7666084032971,10.0841506652068,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0
1870252.34531496,11.2351192475762,11.6650202863384,6.61291473009624,9.38428240083158,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1
4538311.54606043,10.9561552519444,8.60804588557221,11.0971876287367,12.1315955366008,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1
3916336.20405128,8.92417215695605,10.5442651677877,9.94508265494369,10.7075645234436,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
3420269.9042362,12.1205190271139,8.55762133654207,12.6024661874399,11.156154840719,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
6612210.19747133,6.98369607469067,8.13766707200557,9.53547326638363,12.9012824287638,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1
5046783.78381823,10.2017467706464,8.72958898614161,11.936243662145,11.9712009765208,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
1222034.22141227,10.1173763326369,10.3192956033163,8.76271842932329,10.6651924413163,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1
99064.1689507616,8.83030296280049,9.21192828961648,6.18241846188903,6.0012192283757,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
8033341.10599515,10.4406014289707,10.031198973069,10.8623060849495,11.7217844943516,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
2702140.93598526,7.83386710565537,9.06794627290219,9.28931333613582,12.9969737718347,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1
1067445.5566588,8.18524164753035,8.69972833804786,10.386323053157,9.06078111287206,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3864214.88127529,7.7146905544214,10.547708183527,11.6012721862644,9.45869782427326,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
435664.609351092,7.51193463965319,10.0556180877611,11.1770831192844,8.68334155878983,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1
1981391.95600403,12.9331844896078,10.0485759298317,11.5043441529851,10.0039295996539,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1964927.3930234,8.34355157217942,11.0068579614162,10.6861159738619,10.46205272316,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1
973465.284412089,12.7589322426356,10.5178605951369,11.0641649074387,7.21470574475825,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
482739.252923146,11.5054297056049,11.544255223358,6.85767764854245,6.14813325367868,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
4709838.4204418,6.2082497717347,6.28698925930075,11.6293187676929,9.94346134644002,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
617999.247986959,9.52749279001728,12.4471919129137,11.8089556936175,6.64278334472328,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0
2228540.1506536,10.5094990257639,6.83981344732456,10.9344060488511,7.49607597244903,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0
3446948.697413,7.20558058773167,7.76336478209123,11.3809486802202,12.7663777666166,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
729300.982888273,6.19427237985656,9.51761654764414,9.17507793265395,6.56163914734498,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
1451757.67950531,7.37202575430274,8.46321988897398,6.38088203524239,6.99563499563374,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0
3516881.11887391,10.49653694476,8.91836947784759,8.34272949211299,8.24153318651952,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0
542648.088814868,8.49051754944958,10.1270347291138,9.27131014433689,7.34015719755553,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1
6521680.32755434,6.26275172550231,9.95423447084613,8.98389729298651,9.2443973205518,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1
4273207.98838074,8.80320811644197,11.8904274299275,8.32873908779584,9.46488275355659,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1
2012396.0243998,12.6542029245757,11.4297796601895,6.44773305603303,9.71636803587899,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2031181.48979729,7.65114358323626,9.53261531819589,9.62669358332641,8.31290410179645,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1
1978366.16723592,8.53088064235635,9.18845014180988,7.78789511532523,9.06031822925434,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
6053711.72525894,6.20814811694436,9.3680423994083,12.2208675292786,11.9485843763687,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
502810.926208843,11.7486378184985,10.5104767302983,10.9808156867512,6.91001540096477,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
2167511.10120577,11.4164824355394,12.3816457623616,9.20112202945165,9.76831546239555,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3184994.47611202,9.68389043863863,9.9955920423381,9.5549968322739,10.3775974093005,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
644181.765099804,11.1932848200668,9.048398491228,12.9323372109793,8.52406185213476,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
3919023.89375661,7.81715731997974,7.50320353917778,9.44899917789735,11.6418963901233,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1
374561.818515725,11.50267128204,7.24950737436302,12.3319879074115,7.12040941370651,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
8587881.69313316,12.9820940657519,8.54675356228836,7.59247866598889,12.5087730099913,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0
3063939.31102491,10.6659682134632,6.56551023223437,9.36032167309895,9.89115572907031,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
941093.494329404,7.87824920215644,10.8656359736342,11.3701570883859,11.15069518378,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1
3046685.45009843,12.3682708183769,12.4435233080294,12.4546791210305,7.61655521811917,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1
1799122.44423615,8.86504544969648,10.5891535629053,10.326150907902,11.0318651490379,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1211382.2188378,7.41722060344182,7.46041211555712,6.7643213684205,7.72481284826063,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
2648430.49528814,9.48166082520038,9.80938581656665,11.1846940156538,9.48434814647771,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
652903.94107269,8.12180894101039,9.91800230904482,10.1714656776749,8.1750557126943,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
2090046.61625054,9.38739815959707,9.36566001479514,7.76630060607567,12.5189137908164,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0
2398730.11710695,11.6976135466248,8.25795844569802,9.16900319349952,6.01004122849554,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
4199812.13160587,7.13836970552802,11.352808969561,12.8952436710242,7.41758043388836,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1
2751305.15348936,6.03258775803261,11.3885107066017,12.0286864899099,8.60159381502308,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1
3496153.44894018,7.18993798992597,8.98547578789294,6.74587771110237,10.3050613787491,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4562333.5573308,12.8968229629099,9.87316757394001,8.91166079137474,11.8594688312151,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
4287502.26609953,12.4778323767241,8.77330142771825,9.54778600647114,9.48084028367884,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0
1452314.40934218,8.68304539215751,10.1426934001502,11.5807460285723,7.22217670688406,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0
2046571.09771895,6.93492873408832,12.8079559269827,9.88356426171958,6.5244748131372,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
1730695.88506009,8.27959822141565,7.4203169348184,11.3677583013196,11.7683256843593,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0
795070.239700408,9.40680035809055,6.00782485189848,10.3405022281222,6.41897462215275,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0
2007447.06633803,6.55741474637762,11.8527387143113,6.70282674767077,10.8131466615014,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1423793.27068813,6.22626690496691,11.1887034066021,6.42090905387886,7.17528072418645,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3490772.80636195,6.77058539260179,9.42898987187073,10.1163289975375,9.30065174703486,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0
565555.776149026,9.97642170614563,7.77995032537729,11.7741953553632,6.15649124723859,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
6219472.86508354,11.6941259342711,10.4559086679947,6.68773879366927,12.8756146121304,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1
2287326.78234556,12.2651736226398,9.17858065175824,9.10242640692741,11.1464079339057,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
1229331.31558551,6.75451476150192,7.36917297588661,9.42181592225097,8.16212421678938,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1683857.94522694,9.48328268784098,9.02808071509935,8.61060149502009,7.82161952881142,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1
622923.369228269,6.52728858194314,12.8672896109056,9.89598016743548,6.12481499882415,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
420315.133109507,7.34989246586338,6.36977628362365,9.81869236705825,6.71722965314984,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
2251024.15918328,8.34447782672942,10.0265597337857,8.10258623072878,8.47893141326495,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1
1536251.02340675,9.88004330010153,11.9123170219827,10.3111262314487,7.81945794820786,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
969983.960139284,9.11545973690227,10.1273997211829,10.7115445451345,7.78816000907682,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
5739894.36730606,8.12176352459937,12.8756926085334,12.4594541743863,12.8840479536448,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0
4575317.48419772,9.99735143361613,8.41330152121373,7.51301502250135,12.4385845463257,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
3473820.4499972,11.9457901669666,7.85104954405688,7.92166601167992,10.9046178476419,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
2388803.56593288,7.07633997756056,8.32499563694,7.11145983822644,8.19932978856377,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
2636561.91044496,6.00599929830059,7.37661137757823,7.18791003129445,9.3363409426529,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0
4331756.48142064,11.7488668009173,8.64027613890357,6.80187400756404,11.8179116058163,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0
4370227.2241388,8.86984446458519,10.0848298985511,6.88989587384276,11.7358318753541,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1
636677.563794299,10.1150637415703,10.5704103505705,12.9681486263871,8.12249000463635,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
4452118.7195323,8.55060526705347,6.48244697065093,10.4779041148722,9.7058303495869,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2065178.47033427,10.1099989560898,6.84419363248162,11.6516500036232,6.63699852838181,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
2949334.60968674,7.60867276368663,11.2079750765115,9.56795235490426,11.8988151676022,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1885255.21970331,10.1825215178542,10.791288894834,8.43544601951726,6.06488113407977,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
2397022.26868666,8.48794873035513,8.68098105117679,8.26435479940847,6.85946999792941,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1
3794701.69225599,6.07875041710213,10.6356168722268,10.407232417725,11.3455587250646,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1
2193119.92448769,10.0205092886463,11.7594082276337,8.00471582892351,10.9070202023722,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
2842437.03624647,7.64085241290741,8.43978680879809,10.5478879455477,11.9749422874302,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1
5944665.22240654,8.80254211393185,8.36616764753126,11.3441192533355,10.1241579989437,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
3379523.06838647,7.19827141729183,12.0960379680619,9.77873368491419,12.7213720753789,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
952938.268653481,7.400779847987,10.9298254942987,8.57535312185064,8.38994731754065,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
6974524.24227774,11.1587873660028,6.40878535760567,6.81038416875526,12.4027625485323,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1994255.82664444,6.78505547414534,12.8996694078669,12.1185585998464,10.0301447845995,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
7468327.74912503,6.35266613401473,12.0540659027174,10.4884882541373,12.9221363861579,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
3658708.77292783,6.97808181191795,9.42503722943366,7.71974747930653,12.7590506128035,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1
9610110.74159002,10.3065342763439,6.42251266911626,12.8080970379524,12.6774651887827,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1
11873264.5754504,7.94246250181459,9.90457847877406,10.1490364426281,12.4532722961158,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0
2437322.90650842,11.8474995011929,9.00933272251859,10.8245060660411,6.56646060314961,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
728264.470456354,12.9213687044103,12.2618260341696,8.52997578890063,8.71707446849905,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0
3239525.06523279,6.02800424373709,11.1767065147869,12.7513175781351,11.4532888592221,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1
873695.197156858,11.4102134013083,11.228608361911,6.2783593328204,10.2172791066114,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
664133.251522348,7.46091254032217,7.60160813387483,9.6953808395192,7.10951279173605,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1
4423508.16938282,11.1140282526612,10.0966772157699,11.4622221267782,10.5947291257326,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1
6017769.14246088,8.31592236994766,6.58978491439484,12.3609404799063,12.0195622032043,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0
6093950.58753254,8.4151825455483,8.46170453797095,12.1094780052081,11.149992129067,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
905484.550248436,6.93049149401486,8.08668840234168,7.95425651269034,7.17391208093613,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
3688095.69813328,9.33828919194639,9.65915984031744,12.9814057380427,8.99166810512543,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
323765.864053187,12.303189287195,9.17224788852036,10.5854931119829,6.88436911255121,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
1115972.43799249,9.62806025287136,12.5875574788079,11.883873230312,7.41851156321354,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
1415604.74517769,12.5348144045565,12.7722058985382,11.1529114919249,9.21357418550178,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0
2628256.14940598,10.9204110435676,8.01083612628281,12.2025263009127,9.28455217531882,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0
4311768.09869088,9.57620176370256,6.41086661117151,12.0426426697522,12.27836962929,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0
904937.847846397,9.33785077999346,7.52319417078979,12.1977805891074,11.3586608315818,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
957741.653826791,11.0958808418363,12.7771476525813,6.79982129205018,9.60238796239719,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4887904.52966514,10.2840653439052,11.0837106453255,11.2945753093809,11.7892294162884,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1
3466950.33415899,11.7698514629155,9.97717065806501,10.615964459721,12.5449859399814,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
8344798.84552559,7.20791059988551,8.66570296138525,9.13471549330279,10.1262862449512,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3567303.66905822,7.53010359825566,8.41183611587621,10.5468165983912,8.18616327666678,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1
340096.159242443,11.8891880961601,11.7539763052482,8.0425819857046,6.49503994267434,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1
3849944.23396794,8.76863759779371,9.14462597644888,12.5351841051597,11.7501205112785,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1
1095230.51402831,11.4996694212314,10.2518245799001,12.6839063216466,7.1776336026378,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1
4291129.47228556,8.41233996977098,11.9003455080092,10.4738990624901,11.4853063256014,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
372141.109874306,9.80880299815908,9.49676226102747,12.6969303681981,8.18301825621165,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
733785.743932301,10.5185561918188,12.7814078703523,9.3539191163145,6.65051484410651,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1
575181.40319002,7.80073357163928,6.28374488698319,9.28486148803495,6.84238130319864,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
905594.207505723,12.9785130976234,11.0640486218035,9.103202708764,6.35589701472782,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
836002.501850859,12.0852626042906,11.157473456813,7.86445210524835,7.13862550491467,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0
3869534.00153516,8.8057282937225,9.6888705145102,7.10302679659799,12.0776520061772,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0
1997429.01936494,12.826783958124,6.16374869877473,7.98302400344983,10.2237802525051,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
8248258.45030016,10.0585479254369,10.3007333069108,12.3337452532724,10.9393605773803,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1907075.21990351,8.86790143395774,9.07882557320409,8.41816211864352,9.28138854075223,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
6834669.35848068,11.68304058793,8.28862400050275,9.96501943911426,12.1945932684466,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0
3575491.83372044,10.1643879017793,7.99391881632619,6.57299855351448,9.03859284915961,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
3932861.70076898,11.0029297808651,12.9367323284969,7.29371331236325,12.8138068078551,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4678426.84902914,11.0799452196807,7.20029081124812,10.4387744949199,11.9243571788538,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
6549192.63225935,12.979218950728,8.08171331859194,6.04300942271948,12.988102295436,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0
4018761.3300512,10.938622809248,12.2039796716999,7.30415982357226,8.76574141089804,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1386155.71468175,12.1162690315396,12.0519428655971,6.00658262032084,8.97511612297967,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
4727311.47402064,8.12211242550984,11.4998690066859,6.22961469553411,10.8527180834208,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0
2446562.75305503,11.3551725314464,8.92593488446437,8.07066801679321,7.55539362877607,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
716385.710121152,6.72196167777292,9.14388245344162,8.36950476118363,6.17027333029546,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1396608.30548786,11.4392957494128,9.53912547044456,6.12383174803108,6.42563822958618,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1
2745890.98938117,8.98580760182813,9.68985157157294,6.2857864073012,8.82420644932427,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0
1868816.02683739,9.71743330708705,10.5475475587882,9.37692049122415,9.7440246809274,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1
314884.4645309,12.495721706422,6.53263134206645,6.98737065936439,7.67211717227474,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
311214.645006589,8.27378903934732,9.37937756208703,8.0791500180494,6.53110416512936,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0
3703038.0584443,8.36824523564428,7.77130555943586,11.2442221902311,11.3705247223843,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
620984.083311836,8.86403641034849,8.18038556794636,9.39461264270358,6.33779653604142,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1
385658.479192803,7.47333062021062,11.55240250309,9.2019159886986,6.76808759756386,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0
3817333.67341571,9.09746453934349,11.6677892825101,6.11692764679901,9.64481423748657,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1
4955123.80516123,10.4887886419892,6.11099897813983,11.5307378140278,11.483315163292,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1
1946624.88289038,12.1258487340529,6.06522325007245,7.90002753166482,9.9437854855787,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
237052.361870963,8.3954419111833,10.8528233743273,11.5112453287002,9.26040265965275,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1
6099224.05867716,7.15313947573304,7.43692952161655,9.62908297451213,12.9192283456214,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1
5247343.58807517,10.3532488541678,10.447615620913,10.0406571859494,10.7902754109818,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
718643.366589549,8.50642760144547,7.8300769997295,6.40129306446761,8.54237002460286,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0
3217834.28158003,10.3178718853742,7.29971688240767,9.98692524293438,9.87843616609462,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
2048216.19597807,11.6997998629231,11.746642756043,8.60045493161306,6.67715618642978,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2674098.38812745,7.41911022504792,10.0813602467533,9.12003626744263,9.99762435583398,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0
3342545.03122363,12.1360528038349,11.6926863142289,8.05291424202733,10.8916490485426,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
